onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	67	stay	scene	2	10	-1	-1	OLD	-3	OLD+	1	0.87
n/a	n/a	68	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.63
n/a	n/a	69	switch	scene	4	13	-1	-1	OLD	-2	old-	1	2.08
n/a	n/a	70	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.15
n/a	n/a	71	stay	scene	3	9	-1	-1	OLD	-3	OLD+	1	1.18
n/a	n/a	72	new	scene	0	0	0	1	NEW	2	new-	1	1.33
n/a	n/a	73	new	scene	0	0	0	1	NEW	2	new-	1	3.45
n/a	n/a	74	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.41
n/a	n/a	75	stay	scene	1	15	-1	-1	OLD	-2	old-	1	1.81
n/a	n/a	76	stay	scene	2	7	-1	-1	OLD	-2	old-	1	2.52
n/a	n/a	77	switch	scene	3	14	-1	-1	OLD	-3	OLD+	1	1.08
n/a	n/a	78	new	scene	0	0	0	1	NEW	2	new-	1	3.35
n/a	n/a	79	switch	scene	5	3	-1	-1	OLD	-3	OLD+	1	1.22
n/a	n/a	80	switch	scene	5	7	-1	-1	OLD	2	new-	0	1.92
n/a	n/a	81	new	scene	0	0	0	1	NEW	2	new-	1	3.95
n/a	n/a	82	new	scene	0	0	0	1	NEW	-3	OLD+	0	3.67
n/a	n/a	83	new	scene	0	0	0	1	NEW	-2	old-	0	1.46
n/a	n/a	84	new	scene	0	0	0	1	NEW	2	new-	1	5.57
n/a	n/a	85	new	scene	0	0	0	1	NEW	2	new-	1	1.83
n/a	n/a	86	switch	scene	6	3	-1	-1	OLD	-3	OLD+	1	1.01
n/a	n/a	87	new	scene	0	0	0	1	NEW	-2	old-	0	1.56
n/a	n/a	88	stay	scene	3	2	-1	-1	OLD	-2	old-	1	4.84
n/a	n/a	89	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.2
n/a	n/a	90	switch	scene	4	14	1	-1	OLD	-3	OLD+	1	1.75
n/a	n/a	91	new	scene	0	0	0	1	NEW	2	new-	1	2.1
n/a	n/a	92	stay	scene	6	1	-1	-1	OLD	-3	OLD+	1	1.72
n/a	n/a	93	switch	scene	2	17	1	-1	OLD	-3	OLD+	1	1.15
n/a	n/a	94	switch	scene	3	10	-1	-1	OLD	-3	OLD+	1	0.94
n/a	n/a	95	new	scene	0	0	0	1	NEW	2	new-	1	1.96
n/a	n/a	96	new	scene	0	0	0	1	NEW	-2	old-	0	1.73
n/a	n/a	97	new	scene	0	0	0	1	NEW	2	new-	1	2.01
n/a	n/a	98	switch	scene	2	12	-1	-1	OLD	2	new-	0	3.5
n/a	n/a	99	new	scene	0	0	0	1	NEW	2	new-	1	1.4
n/a	n/a	100	switch	scene	1	5	1	-1	OLD	-3	OLD+	1	2.99
n/a	n/a	101	new	scene	0	0	0	1	NEW	3	NEW+	1	2.53
n/a	n/a	102	new	scene	0	0	0	1	NEW	-2	old-	0	2.6
n/a	n/a	103	new	scene	0	0	0	1	NEW	2	new-	1	1.55
n/a	n/a	104	new	scene	0	0	0	1	NEW	-2	old-	0	2.94
n/a	n/a	105	stay	scene	3	18	-1	-1	OLD	-3	OLD+	1	1.12
n/a	n/a	106	stay	scene	4	8	-1	-1	OLD	-3	OLD+	1	1.1
n/a	n/a	107	new	scene	0	0	0	1	NEW	3	NEW+	1	1.87
n/a	n/a	108	new	scene	0	0	0	1	NEW	3	NEW+	1	1.55
n/a	n/a	109	switch	scene	1	4	1	-1	OLD	-2	old-	1	2.96
n/a	n/a	110	switch	scene	5	11	1	-1	OLD	-3	OLD+	1	1.04
n/a	n/a	111	stay	scene	2	2	-1	-1	OLD	-3	OLD+	1	1.02
n/a	n/a	112	switch	scene	2	14	-1	-1	OLD	-3	OLD+	1	1.15
n/a	n/a	113	new	scene	0	0	0	1	NEW	2	new-	1	1.18
n/a	n/a	114	stay	scene	4	10	-1	-1	OLD	2	new-	0	2.87
n/a	n/a	115	new	scene	0	0	0	1	NEW	2	new-	1	1.32
n/a	n/a	116	switch	scene	4	5	-1	-1	OLD	-3	OLD+	1	1.05
n/a	n/a	117	new	scene	0	0	0	1	NEW	3	NEW+	1	1.71
n/a	n/a	118	switch	scene	2	18	1	-1	OLD	-3	OLD+	1	1.04
n/a	n/a	119	new	scene	0	0	0	1	NEW	2	new-	1	1.96
n/a	n/a	120	switch	scene	4	7	1	-1	OLD	-2	old-	1	1.61
n/a	n/a	121	new	scene	0	0	0	1	NEW	-2	old-	0	2.28
n/a	n/a	122	new	scene	0	0	0	1	NEW	-2	old-	0	1.81
n/a	n/a	123	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.94
n/a	n/a	124	new	scene	0	0	0	1	NEW	2	new-	1	1.03
n/a	n/a	125	new	scene	0	0	0	1	NEW	-2	old-	0	2.61
n/a	n/a	126	new	scene	0	0	0	1	NEW	2	new-	1	4.23
n/a	n/a	127	stay	scene	5	12	-1	-1	OLD	-3	OLD+	1	1.94
n/a	n/a	128	stay	scene	6	6	-1	-1	OLD	-3	OLD+	1	0.91
n/a	n/a	129	stay	scene	4	3	-1	-1	OLD	-3	OLD+	1	1.5
n/a	n/a	130	new	scene	0	0	0	1	NEW	-2	old-	0	1.11
n/a	n/a	131	switch	scene	4	16	1	-1	OLD	-3	OLD+	1	0.98
n/a	n/a	132	stay	scene	4	9	-1	-1	OLD	2	new-	0	1.07
n/a	n/a	133	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.94
n/a	n/a	134	stay	scene	3	6	-1	-1	OLD	3	NEW+	0	3.24
n/a	n/a	135	stay	scene	3	1	-1	-1	OLD	-3	OLD+	1	1.1
n/a	n/a	136	switch	scene	6	7	-1	-1	OLD	-3	OLD+	1	2.1
n/a	n/a	137	new	scene	0	0	0	1	NEW	2	new-	1	4.87
n/a	n/a	138	new	scene	0	0	0	1	NEW	-2	old-	0	3.04
n/a	n/a	139	stay	scene	5	4	-1	-1	OLD	-3	OLD+	1	2.63
n/a	n/a	140	stay	scene	1	18	-1	-1	OLD	-3	OLD+	1	0.87
n/a	n/a	141	new	scene	0	0	0	1	NEW	3	NEW+	1	2.98
n/a	n/a	142	new	scene	0	0	0	1	NEW	2	new-	1	3.18
n/a	n/a	143	stay	scene	1	7	-1	-1	OLD	-3	OLD+	1	0.95
n/a	n/a	144	new	scene	0	0	0	1	NEW	2	new-	1	1.2
