onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	1	switch	scene	1	10	-1	-1	OLD	-3	OLD+	1	3.62
n/a	n/a	2	new	scene	0	0	0	1	NEW	3	NEW+	1	2.91
n/a	n/a	3	new	scene	0	0	0	1	NEW	3	NEW+	1	2.62
n/a	n/a	4	stay	scene	4	11	-1	-1	OLD	-3	OLD+	1	2.96
n/a	n/a	5	new	scene	0	0	0	1	NEW	3	NEW+	1	2.16
n/a	n/a	6	new	scene	0	0	0	1	NEW	3	NEW+	1	2.05
n/a	n/a	7	new	scene	0	0	0	1	NEW	3	NEW+	1	1.97
n/a	n/a	8	switch	scene	6	14	1	-1	OLD	-3	OLD+	1	2.51
n/a	n/a	9	switch	scene	1	16	-1	-1	OLD	-3	OLD+	1	1.36
n/a	n/a	10	new	scene	0	0	0	1	NEW	2	new-	1	2.96
n/a	n/a	11	new	scene	0	0	0	1	NEW	3	NEW+	1	2.74
n/a	n/a	12	new	scene	0	0	0	1	NEW	2	new-	1	3.36
n/a	n/a	13	new	scene	0	0	0	1	NEW	3	NEW+	1	3.04
n/a	n/a	14	stay	scene	4	6	-1	-1	OLD	-3	OLD+	1	1.67
n/a	n/a	15	new	scene	0	0	0	1	NEW	-2	old-	0	3.55
n/a	n/a	16	new	scene	0	0	0	1	NEW	2	new-	1	3.19
n/a	n/a	17	switch	scene	3	12	1	-1	OLD	-3	OLD+	1	2.19
n/a	n/a	18	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.71
n/a	n/a	19	new	scene	0	0	0	1	NEW	-2	old-	0	2.14
n/a	n/a	20	switch	scene	4	12	-1	-1	OLD	-2	old-	1	2.32
n/a	n/a	21	stay	scene	6	18	-1	-1	OLD	-3	OLD+	1	1.79
n/a	n/a	22	switch	scene	2	4	-1	-1	OLD	-3	OLD+	1	2.26
n/a	n/a	23	stay	scene	2	9	-1	-1	OLD	-3	OLD+	1	1.87
n/a	n/a	24	switch	scene	6	11	1	-1	OLD	-3	OLD+	1	1.08
n/a	n/a	25	switch	scene	2	8	1	-1	OLD	-3	OLD+	1	1.66
n/a	n/a	26	switch	scene	5	5	1	-1	OLD	-3	OLD+	1	0.94
n/a	n/a	27	stay	scene	1	8	-1	-1	OLD	-2	old-	1	3.49
n/a	n/a	28	switch	scene	5	1	1	-1	OLD	-3	OLD+	1	2.17
n/a	n/a	29	switch	scene	3	8	1	-1	OLD	-3	OLD+	1	1.19
n/a	n/a	30	stay	scene	5	17	-1	-1	OLD	-3	OLD+	1	1.27
n/a	n/a	31	switch	scene	6	15	1	-1	OLD	-3	OLD+	1	1.01
n/a	n/a	32	switch	scene	3	11	1	-1	OLD	-3	OLD+	1	1.35
n/a	n/a	33	new	scene	0	0	0	1	NEW	2	new-	1	2.04
n/a	n/a	34	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.79
n/a	n/a	35	new	scene	0	0	0	1	NEW	-2	old-	0	3.02
n/a	n/a	36	new	scene	0	0	0	1	NEW	2	new-	1	2.55
n/a	n/a	37	switch	scene	5	2	-1	-1	OLD	-3	OLD+	1	1.76
n/a	n/a	38	switch	scene	6	16	-1	-1	OLD	-3	OLD+	1	1.06
n/a	n/a	39	new	scene	0	0	0	1	NEW	3	NEW+	1	2.09
n/a	n/a	40	stay	scene	5	9	-1	-1	OLD	-3	OLD+	1	1
n/a	n/a	41	stay	scene	1	2	-1	-1	OLD	-3	OLD+	1	1.58
n/a	n/a	42	switch	scene	1	14	-1	-1	OLD	3	NEW+	0	2.13
n/a	n/a	43	new	scene	0	0	0	1	NEW	2	new-	1	3.2
n/a	n/a	44	stay	scene	5	13	-1	-1	OLD	-3	OLD+	1	0.99
n/a	n/a	45	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.1
n/a	n/a	46	new	scene	0	0	0	1	NEW	3	NEW+	1	1.54
n/a	n/a	47	stay	scene	2	6	-1	-1	OLD	-2	old-	1	3.38
n/a	n/a	48	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.05
n/a	n/a	49	new	scene	0	0	0	1	NEW	3	NEW+	1	1.61
n/a	n/a	50	stay	scene	5	15	-1	-1	OLD	-3	OLD+	1	1.06
n/a	n/a	51	switch	scene	1	12	1	-1	OLD	-3	OLD+	1	1.01
n/a	n/a	52	stay	scene	6	5	-1	-1	OLD	-3	OLD+	1	1.47
n/a	n/a	53	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.09
n/a	n/a	54	new	scene	0	0	0	1	NEW	2	new-	1	1.82
n/a	n/a	55	stay	scene	3	7	-1	-1	OLD	-3	OLD+	1	0.95
n/a	n/a	56	stay	scene	6	2	-1	-1	OLD	-3	OLD+	1	2.19
n/a	n/a	57	new	scene	0	0	0	1	NEW	3	NEW+	1	1.93
n/a	n/a	58	new	scene	0	0	0	1	NEW	3	NEW+	1	2.13
n/a	n/a	59	stay	scene	2	5	-1	-1	OLD	-3	OLD+	1	1.09
n/a	n/a	60	new	scene	0	0	0	1	NEW	-2	old-	0	2.77
n/a	n/a	61	stay	scene	6	12	-1	-1	OLD	-3	OLD+	1	1
n/a	n/a	62	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.52
n/a	n/a	63	switch	scene	3	13	-1	-1	OLD	-3	OLD+	1	1.57
n/a	n/a	64	stay	scene	1	9	-1	-1	OLD	3	NEW+	0	1.9
n/a	n/a	65	new	scene	0	0	0	1	NEW	3	NEW+	1	3.68
n/a	n/a	66	new	scene	0	0	0	1	NEW	2	new-	1	2.3
