onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	45	new	scene	0	0	0	1	NEW	2	new-	1	1.17
n/a	n/a	46	stay	scene	6	8	-1	-1	OLD	2	new-	0	1.72
n/a	n/a	47	stay	scene	6	2	-1	-1	OLD	-2	old-	1	1.92
n/a	n/a	48	switch	scene	3	5	1	-1	OLD	-3	OLD+	1	1.28
n/a	n/a	49	new	scene	0	0	0	1	NEW	2	new-	1	1.49
n/a	n/a	50	stay	scene	2	8	-1	-1	OLD	-2	old-	1	2.77
n/a	n/a	51	new	scene	0	0	0	1	NEW	2	new-	1	1.28
n/a	n/a	52	stay	scene	2	7	-1	-1	OLD	2	new-	0	1.28
n/a	n/a	53	stay	scene	3	6	-1	-1	OLD	-2	old-	1	1.13
n/a	n/a	54	new	scene	0	0	0	1	NEW	-2	old-	0	1.23
n/a	n/a	55	switch	scene	2	15	-1	-1	OLD	-3	OLD+	1	1.48
n/a	n/a	56	switch	scene	5	10	-1	-1	OLD	-2	old-	1	1.08
n/a	n/a	57	stay	scene	3	10	-1	-1	OLD	-2	old-	1	1.64
n/a	n/a	58	switch	scene	4	6	1	-1	OLD	-3	OLD+	1	1.64
n/a	n/a	59	new	scene	0	0	0	1	NEW	2	new-	1	1.56
n/a	n/a	60	switch	scene	3	14	-1	-1	OLD	-3	OLD+	1	1.54
n/a	n/a	61	stay	scene	6	10	-1	-1	OLD	-2	old-	1	1.81
n/a	n/a	62	new	scene	0	0	0	1	NEW	2	new-	1	1.27
n/a	n/a	63	stay	scene	4	1	-1	-1	OLD	-2	old-	1	1.3
n/a	n/a	64	new	scene	0	0	0	1	NEW	2	new-	1	1.24
n/a	n/a	65	switch	scene	2	18	-1	-1	OLD	-2	old-	1	1.52
n/a	n/a	66	new	scene	0	0	0	1	NEW	2	new-	1	2.27
n/a	n/a	67	switch	scene	6	9	1	-1	OLD	-3	OLD+	1	1.4
n/a	n/a	68	switch	scene	3	18	1	-1	OLD	-2	old-	1	1.32
n/a	n/a	69	switch	scene	6	4	1	-1	OLD	-3	OLD+	1	1.32
n/a	n/a	70	new	scene	0	0	0	1	NEW	2	new-	1	1.28
n/a	n/a	71	switch	scene	5	6	-1	-1	OLD	-2	old-	1	1.41
n/a	n/a	72	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.82
n/a	n/a	73	switch	scene	4	10	-1	-1	OLD	-3	OLD+	1	1.4
n/a	n/a	74	switch	scene	4	7	1	-1	OLD	-2	old-	1	1.39
n/a	n/a	75	new	scene	0	0	0	1	NEW	2	new-	1	1.17
n/a	n/a	76	switch	scene	6	1	-1	-1	OLD	3	NEW+	0	1.1
n/a	n/a	77	new	scene	0	0	0	1	NEW	-2	old-	0	2.42
n/a	n/a	78	switch	scene	6	15	-1	-1	OLD	-3	OLD+	1	1.02
n/a	n/a	79	switch	scene	6	16	1	-1	OLD	-3	OLD+	1	2.32
n/a	n/a	80	stay	scene	1	13	-1	-1	OLD	2	new-	0	1.37
n/a	n/a	81	switch	scene	3	3	-1	-1	OLD	-3	OLD+	1	1.51
n/a	n/a	82	stay	scene	5	16	-1	-1	OLD	2	new-	0	1.73
n/a	n/a	83	new	scene	0	0	0	1	NEW	2	new-	1	2.83
n/a	n/a	84	new	scene	0	0	0	1	NEW	2	new-	1	1.68
n/a	n/a	85	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.3
n/a	n/a	86	new	scene	0	0	0	1	NEW	2	new-	1	1.84
n/a	n/a	87	new	scene	0	0	0	1	NEW	2	new-	1	2.12
n/a	n/a	88	new	scene	0	0	0	1	NEW	2	new-	1	1.35
n/a	n/a	89	new	scene	0	0	0	1	NEW	2	new-	1	1.59
n/a	n/a	90	new	scene	0	0	0	1	NEW	3	NEW+	1	2.11
n/a	n/a	91	switch	scene	5	12	1	-1	OLD	3	NEW+	0	1.33
n/a	n/a	92	switch	scene	5	5	-1	-1	OLD	-2	old-	1	1.3
n/a	n/a	93	switch	scene	2	11	1	-1	OLD	2	new-	0	2.09
n/a	n/a	94	stay	scene	3	16	-1	-1	OLD	-3	OLD+	1	1.34
n/a	n/a	95	new	scene	0	0	0	1	NEW	2	new-	1	1.62
n/a	n/a	96	new	scene	0	0	0	1	NEW	-2	old-	0	1.26
n/a	n/a	97	stay	scene	2	9	-1	-1	OLD	-3	OLD+	1	1.46
n/a	n/a	98	new	scene	0	0	0	1	NEW	-2	old-	0	1.33
n/a	n/a	99	new	scene	0	0	0	1	NEW	-2	old-	0	1.01
n/a	n/a	100	new	scene	0	0	0	1	NEW	2	new-	1	1.24
n/a	n/a	101	new	scene	0	0	0	1	NEW	2	new-	1	1.28
n/a	n/a	102	switch	scene	4	16	-1	-1	OLD	-3	OLD+	1	1.23
n/a	n/a	103	stay	scene	1	16	-1	-1	OLD	-2	old-	1	1.02
n/a	n/a	104	stay	scene	6	14	-1	-1	OLD	-3	OLD+	1	1.01
n/a	n/a	105	new	scene	0	0	0	1	NEW	2	new-	1	2.46
n/a	n/a	106	new	scene	0	0	0	1	NEW	-2	old-	0	1.12
n/a	n/a	107	switch	scene	3	4	-1	-1	OLD	-2	old-	1	2.64
n/a	n/a	108	new	scene	0	0	0	1	NEW	2	new-	1	1.51
n/a	n/a	109	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.06
n/a	n/a	110	new	scene	0	0	0	1	NEW	2	new-	1	1.26
n/a	n/a	111	new	scene	0	0	0	1	NEW	2	new-	1	1.41
n/a	n/a	112	stay	scene	5	14	-1	-1	OLD	-3	OLD+	1	1.39
n/a	n/a	113	switch	scene	1	4	1	-1	OLD	2	new-	0	1.49
n/a	n/a	114	new	scene	0	0	0	1	NEW	-3	OLD+	0	2.09
n/a	n/a	115	new	scene	0	0	0	1	NEW	3	NEW+	1	1.66
n/a	n/a	116	switch	scene	4	12	-1	-1	OLD	2	new-	0	1.72
n/a	n/a	117	stay	scene	4	17	-1	-1	OLD	-3	OLD+	1	1.56
n/a	n/a	118	new	scene	0	0	0	1	NEW	3	NEW+	1	1.56
n/a	n/a	119	stay	scene	1	1	-1	-1	OLD	2	new-	0	1.54
n/a	n/a	120	switch	scene	5	15	1	-1	OLD	-2	old-	1	1.39
n/a	n/a	121	switch	scene	1	9	-1	-1	OLD	-2	old-	1	0.99
n/a	n/a	122	new	scene	0	0	0	1	NEW	-2	old-	0	1.37
n/a	n/a	123	new	scene	0	0	0	1	NEW	2	new-	1	1.45
n/a	n/a	124	stay	scene	4	5	-1	-1	OLD	2	new-	0	1.87
n/a	n/a	125	new	scene	0	0	0	1	NEW	2	new-	1	1.88
n/a	n/a	126	new	scene	0	0	0	1	NEW	-2	old-	0	1.33
n/a	n/a	127	switch	scene	1	7	1	-1	OLD	-2	old-	1	1.38
n/a	n/a	128	switch	scene	1	18	-1	-1	OLD	-2	old-	1	1.83
n/a	n/a	129	new	scene	0	0	0	1	NEW	2	new-	1	1.53
n/a	n/a	130	switch	scene	4	11	1	-1	OLD	-3	OLD+	1	1.88
n/a	n/a	131	new	scene	0	0	0	1	NEW	-2	old-	0	1.18
n/a	n/a	132	new	scene	0	0	0	1	NEW	2	new-	1	1.96
n/a	n/a	133	stay	scene	6	18	-1	-1	OLD	2	new-	0	2.72
n/a	n/a	134	new	scene	0	0	0	1	NEW	2	new-	1	1.5
n/a	n/a	135	new	scene	0	0	0	1	NEW	3	NEW+	1	1.4
n/a	n/a	136	stay	scene	2	5	-1	-1	OLD	-2	old-	1	2.3
n/a	n/a	137	stay	scene	4	18	-1	-1	OLD	-2	old-	1	1.47
n/a	n/a	138	new	scene	0	0	0	1	NEW	2	new-	1	1.33
n/a	n/a	139	new	scene	0	0	0	1	NEW	2	new-	1	1.42
n/a	n/a	140	new	scene	0	0	0	1	NEW	-2	old-	0	1.18
n/a	n/a	141	stay	scene	5	17	-1	-1	OLD	-2	old-	1	1.52
n/a	n/a	142	new	scene	0	0	0	1	NEW	3	NEW+	1	1.32
n/a	n/a	143	new	scene	0	0	0	1	NEW	3	NEW+	1	1.66
n/a	n/a	144	new	scene	0	0	0	1	NEW	2	new-	1	1.19
