onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	1	1	0	scenes	-1	0	0	0	-1
36	16	1	2	0	scenes	1	1	1	0.612	5
52	16	1	3	0	faces	-1	-1	1	0.436	-1
68	16	1	4	0	faces	-1	-1	1	0.421	-1
84	16	1	5	0	scenes	1	-1	0	0.459	4
100	16	1	6	0	faces	-1	-1	1	0.427	-1
116	16	1	7	0	scenes	-1	1	0	0.426	-1
132	16	1	8	0	scenes	-1	-1	1	0.386	-1
148	16	1	9	0	faces	1	1	1	0.618	6
164	16	1	10	0	faces	1	1	1	0.473	4
180	16	1	11	0	scenes	1	1	1	0.426	4
196	16	1	12	0	scenes	-1	-1	1	0.473	-1
212	16	1	13	0	faces	1	-1	0	0.441	4
228	16	1	14	0	faces	1	1	1	0.474	5
244	16	1	15	0	faces	-1	-1	1	0.393	-1
260	16	1	16	0	faces	1	1	1	0.448	6
276	16	1	17	0	faces	-1	-1	1	0.424	-1
292	16	1	18	0	scenes	1	1	1	0.449	5
308	16	1	19	0	scenes	-1	-1	1	0.464	-1
324	16	1	20	0	scenes	1	1	1	0.4	5
