onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	2	1	0	stay	scene	top	-1	-1	1	0.335	-1
40	20	2	2	0	stay	scene	bottom	-1	-1	1	0.471	-1
60	28	2	3	0	switch	scene	top	1	1	1	0.358	5
88	20	2	4	0	stay	scene	top	1	1	1	0.503	4
108	20	2	5	0	stay	scene	top	1	-1	0	0.486	4
128	28	2	6	0	switch	scene	bottom	-1	-1	1	0.285	-1
156	20	2	7	0	stay	scene	top	1	1	1	0.422	3
176	28	2	8	0	switch	scene	bottom	-1	-1	1	0.373	-1
204	20	2	9	0	stay	scene	bottom	-1	-1	1	0.478	-1
224	28	2	10	0	switch	scene	top	1	1	1	0.203	4
252	20	2	11	0	stay	scene	top	-1	-1	1	0.389	-1
272	28	2	12	0	switch	scene	top	1	1	1	0.452	5
300	28	2	13	0	switch	scene	bottom	-1	-1	1	0.451	-1
328	20	2	14	0	stay	scene	top	-1	1	0	0.443	-1
348	20	2	15	0	stay	scene	bottom	1	1	1	0.388	5
368	20	2	16	0	stay	scene	bottom	1	1	1	0.516	4
388	20	2	17	0	stay	scene	bottom	1	1	1	0.451	6
408	20	2	18	0	stay	scene	bottom	-1	-1	1	0.426	-1
