onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	5	1	0	switch	scene	bottom	1	1	1	0.247	4
48	20	5	2	0	stay	scene	top	1	-1	0	0.486	4
68	28	5	3	0	switch	scene	top	-1	-1	1	0.406	-1
96	20	5	4	0	stay	scene	bottom	-1	-1	1	0.421	-1
116	20	5	5	0	stay	scene	bottom	1	1	1	0.446	6
136	20	5	6	0	stay	scene	top	-1	-1	1	0.437	-1
156	20	5	7	0	stay	scene	bottom	1	1	1	0.477	6
176	28	5	8	0	switch	scene	top	-1	-1	1	0.509	-1
204	20	5	9	0	stay	scene	top	-1	-1	1	0.446	-1
224	20	5	10	0	stay	scene	top	1	1	1	0.5	5
244	20	5	11	0	stay	scene	top	1	1	1	0.42	4
264	20	5	12	0	stay	scene	bottom	-1	-1	1	0.445	-1
284	28	5	13	0	switch	scene	bottom	1	1	1	0.41	6
312	28	5	14	0	switch	scene	bottom	1	1	1	0.524	5
340	28	5	15	0	switch	scene	top	-1	-1	1	0.482	-1
368	20	5	16	0	stay	scene	top	-1	-1	1	0.324	-1
388	20	5	17	0	stay	scene	bottom	-1	1	0	0.46	-1
408	20	5	18	0	stay	scene	bottom	1	1	1	0.394	4
