onset	duration	#	type	cat	block	trial	p2ans	p3ans	ansType	resp	conf	acc	rt
n/a	n/a	77	new	scene	0	0	0	1	NEW	3	NEW+	1	3.05
n/a	n/a	78	new	scene	0	0	0	1	NEW	3	NEW+	1	1.44
n/a	n/a	79	switch	scene	1	8	1	-1	OLD	3	NEW+	0	1.52
n/a	n/a	80	new	scene	0	0	0	1	NEW	2	new-	1	2.73
n/a	n/a	81	switch	scene	6	10	1	-1	OLD	-3	OLD+	1	1.42
n/a	n/a	82	new	scene	0	0	0	1	NEW	3	NEW+	1	2.19
n/a	n/a	83	new	scene	0	0	0	1	NEW	3	NEW+	1	1.24
n/a	n/a	84	new	scene	0	0	0	1	NEW	2	new-	1	2.84
n/a	n/a	85	switch	scene	6	2	1	-1	OLD	3	NEW+	0	1.19
n/a	n/a	86	stay	scene	4	14	-1	-1	OLD	3	NEW+	0	0.87
n/a	n/a	87	switch	scene	5	10	-1	-1	OLD	3	NEW+	0	0.85
n/a	n/a	88	new	scene	0	0	0	1	NEW	3	NEW+	1	2.63
n/a	n/a	89	new	scene	0	0	0	1	NEW	3	NEW+	1	1.06
n/a	n/a	90	switch	scene	3	4	-1	-1	OLD	-3	OLD+	1	1.88
n/a	n/a	91	new	scene	0	0	0	1	NEW	3	NEW+	1	3.44
n/a	n/a	92	switch	scene	2	12	-1	-1	OLD	-3	OLD+	1	1.42
n/a	n/a	93	stay	scene	4	13	-1	-1	OLD	-3	OLD+	1	1.34
n/a	n/a	94	new	scene	0	0	0	1	NEW	2	new-	1	2.62
n/a	n/a	95	new	scene	0	0	0	1	NEW	3	NEW+	1	1.54
n/a	n/a	96	new	scene	0	0	0	1	NEW	-3	OLD+	0	2.05
n/a	n/a	97	new	scene	0	0	0	1	NEW	2	new-	1	2.83
n/a	n/a	98	new	scene	0	0	0	1	NEW	3	NEW+	1	1.81
n/a	n/a	99	new	scene	0	0	0	1	NEW	3	NEW+	1	1.57
n/a	n/a	100	stay	scene	5	4	-1	-1	OLD	-3	OLD+	1	1.25
n/a	n/a	101	switch	scene	3	9	-1	-1	OLD	-3	OLD+	1	1.09
n/a	n/a	102	switch	scene	5	1	1	-1	OLD	-3	OLD+	1	2.07
n/a	n/a	103	new	scene	0	0	0	1	NEW	3	NEW+	1	1.41
n/a	n/a	104	stay	scene	5	8	-1	-1	OLD	-3	OLD+	1	1.13
n/a	n/a	105	switch	scene	2	1	1	-1	OLD	-3	OLD+	1	5.38
n/a	n/a	106	new	scene	0	0	0	1	NEW	3	NEW+	1	1.81
n/a	n/a	107	new	scene	0	0	0	1	NEW	3	NEW+	1	2
n/a	n/a	108	switch	scene	3	2	-1	-1	OLD	3	NEW+	0	3.05
n/a	n/a	109	stay	scene	2	18	-1	-1	OLD	3	NEW+	0	0.92
n/a	n/a	110	switch	scene	5	18	-1	-1	OLD	2	new-	0	1.83
n/a	n/a	111	new	scene	0	0	0	1	NEW	-2	old-	0	6.3
n/a	n/a	112	new	scene	0	0	0	1	NEW	3	NEW+	1	1.19
n/a	n/a	113	new	scene	0	0	0	1	NEW	3	NEW+	1	1.69
n/a	n/a	114	switch	scene	4	3	1	-1	OLD	3	NEW+	0	1.72
n/a	n/a	115	switch	scene	2	14	1	-1	OLD	2	new-	0	1.93
n/a	n/a	116	new	scene	0	0	0	1	NEW	3	NEW+	1	1.24
n/a	n/a	117	stay	scene	4	10	-1	-1	OLD	-3	OLD+	1	1.48
n/a	n/a	118	stay	scene	1	1	-1	-1	OLD	-2	old-	1	1.67
n/a	n/a	119	new	scene	0	0	0	1	NEW	2	new-	1	1.46
n/a	n/a	120	stay	scene	5	11	-1	-1	OLD	-3	OLD+	1	1.45
n/a	n/a	121	stay	scene	5	15	-1	-1	OLD	2	new-	0	2.15
n/a	n/a	122	switch	scene	6	14	1	-1	OLD	3	NEW+	0	1.01
n/a	n/a	123	switch	scene	6	5	-1	-1	OLD	-3	OLD+	1	2.07
n/a	n/a	124	new	scene	0	0	0	1	NEW	3	NEW+	1	2.13
n/a	n/a	125	new	scene	0	0	0	1	NEW	3	NEW+	1	3.28
n/a	n/a	126	stay	scene	1	13	-1	-1	OLD	-3	OLD+	1	1.46
n/a	n/a	127	switch	scene	6	17	-1	-1	OLD	-3	OLD+	1	1.19
n/a	n/a	128	stay	scene	2	16	-1	-1	OLD	3	NEW+	0	11.68
n/a	n/a	129	new	scene	0	0	0	1	NEW	3	NEW+	1	1.3
n/a	n/a	130	stay	scene	1	10	-1	-1	OLD	3	NEW+	0	1.29
n/a	n/a	131	new	scene	0	0	0	1	NEW	3	NEW+	1	2.47
n/a	n/a	132	new	scene	0	0	0	1	NEW	3	NEW+	1	1.23
n/a	n/a	133	new	scene	0	0	0	1	NEW	3	NEW+	1	1.19
n/a	n/a	134	stay	scene	3	10	-1	-1	OLD	-3	OLD+	1	3.78
n/a	n/a	135	switch	scene	2	4	-1	-1	OLD	-3	OLD+	1	2.31
n/a	n/a	136	new	scene	0	0	0	1	NEW	-3	OLD+	0	1.19
n/a	n/a	137	new	scene	0	0	0	1	NEW	3	NEW+	1	1.53
n/a	n/a	138	stay	scene	2	11	-1	-1	OLD	-3	OLD+	1	3.2
n/a	n/a	139	stay	scene	1	2	-1	-1	OLD	3	NEW+	0	1.53
n/a	n/a	140	new	scene	0	0	0	1	NEW	3	NEW+	1	1.33
n/a	n/a	141	stay	scene	4	1	-1	-1	OLD	3	NEW+	0	0.8
n/a	n/a	142	new	scene	0	0	0	1	NEW	2	new-	1	3.19
n/a	n/a	143	switch	scene	2	13	-1	-1	OLD	3	NEW+	0	2.65
n/a	n/a	144	new	scene	0	0	0	1	NEW	3	NEW+	1	2.69
