onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	6	1	0	switch	scene	top	1	1	1	0.399	3
48	20	6	2	0	stay	scene	top	1	1	1	0.391	5
68	20	6	3	0	stay	scene	top	1	1	1	0.392	5
88	20	6	4	0	stay	scene	bottom	1	1	1	0.359	4
108	28	6	5	0	switch	scene	top	1	1	1	0.407	6
136	20	6	6	0	stay	scene	top	1	1	1	0.374	4
156	28	6	7	0	switch	scene	bottom	-1	1	0	0.389	-1
184	20	6	8	0	stay	scene	bottom	-1	-1	1	0.429	-1
204	28	6	9	0	switch	scene	top	1	1	1	0.356	5
232	20	6	10	0	stay	scene	bottom	-1	1	0	0.428	-1
252	20	6	11	0	stay	scene	bottom	1	1	1	0.461	5
272	20	6	12	0	stay	scene	top	-1	1	0	0.492	-1
292	20	6	13	0	stay	scene	top	-1	-1	1	0.404	-1
312	28	6	14	0	switch	scene	bottom	-1	1	0	0.37	-1
340	20	6	15	0	stay	scene	bottom	1	-1	0	0.339	4
360	20	6	16	0	stay	scene	bottom	-1	-1	1	0.547	-1
380	20	6	17	0	stay	scene	top	-1	1	0	0.418	-1
400	28	6	18	0	switch	scene	bottom	-1	1	0	0.394	-1
