onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	4	1	0	stay	scene	top	-1	-1	1	0.384	-1
40	28	4	2	0	switch	scene	bottom	-1	-1	1	0.896	-1
68	28	4	3	0	switch	scene	bottom	-1	0	0	0	-1
96	20	4	4	0	stay	scene	bottom	1	-1	0	0.47	3
116	20	4	5	0	stay	scene	bottom	-1	-1	1	0.679	-1
136	20	4	6	0	stay	scene	bottom	1	-1	0	0.415	6
156	20	4	7	0	stay	scene	top	1	-1	0	0.501	3
176	28	4	8	0	switch	scene	top	1	1	1	0.398	4
204	20	4	9	0	stay	scene	top	-1	0	0	0	-1
224	28	4	10	0	switch	scene	top	1	1	1	0.404	4
252	20	4	11	0	stay	scene	bottom	-1	0	0	0	-1
272	28	4	12	0	switch	scene	bottom	-1	0	0	0	-1
300	20	4	13	0	stay	scene	top	1	0	0	0	3
320	28	4	14	0	switch	scene	top	1	0	0	0	5
348	20	4	15	0	stay	scene	top	-1	0	0	0	-1
368	20	4	16	0	stay	scene	top	1	0	0	0	6
388	20	4	17	0	stay	scene	bottom	1	0	0	0	6
408	20	4	18	0	stay	scene	bottom	-1	0	0	0	-1
