onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	1	1	0	faces	1	1	1	0.575	3
36	16	1	2	0	faces	-1	-1	1	0.551	-1
52	16	1	3	0	scenes	-1	-1	1	0.559	-1
68	16	1	4	0	scenes	-1	1	0	0.694	-1
84	16	1	5	0	scenes	1	0	0	0	6
100	16	1	6	0	scenes	1	1	1	0.445	5
116	16	1	7	0	scenes	1	1	1	0.477	5
132	16	1	8	0	scenes	-1	-1	1	0.533	-1
148	16	1	9	0	faces	1	1	1	0.5	5
164	16	1	10	0	faces	-1	-1	1	0.468	-1
180	16	1	11	0	scenes	1	1	1	0.515	3
196	16	1	12	0	scenes	-1	1	0	0.499	-1
212	16	1	13	0	faces	1	-1	0	0.444	5
228	16	1	14	0	scenes	1	1	1	0.586	6
244	16	1	15	0	scenes	-1	-1	1	0.466	-1
260	16	1	16	0	faces	1	1	1	0.459	6
276	16	1	17	0	faces	-1	-1	1	0.459	-1
292	16	1	18	0	faces	1	1	1	0.562	3
308	16	1	19	0	faces	-1	-1	1	0.433	-1
324	16	1	20	0	faces	-1	1	0	0.61	-1
