onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	2	1	0	stay	scene	bottom	1	0	0	0	4
40	28	2	2	0	switch	scene	top	1	0	0	0	6
68	20	2	3	0	stay	scene	top	1	0	0	0	5
88	20	2	4	0	stay	scene	top	-1	0	0	0	-1
108	20	2	5	0	stay	scene	bottom	1	0	0	0	4
128	20	2	6	0	stay	scene	top	1	1	1	0.318	5
148	28	2	7	0	switch	scene	top	1	0	0	0	4
176	20	2	8	0	stay	scene	top	-1	0	0	0	-1
196	20	2	9	0	stay	scene	bottom	-1	1	0	0.389	-1
216	28	2	10	0	switch	scene	bottom	-1	0	0	0	-1
244	28	2	11	0	switch	scene	top	1	0	0	0	3
272	28	2	12	0	switch	scene	bottom	-1	-1	1	0.389	-1
300	28	2	13	0	switch	scene	bottom	-1	-1	1	0.412	-1
328	20	2	14	0	stay	scene	bottom	-1	0	0	0	-1
348	20	2	15	0	stay	scene	top	-1	-1	1	0.372	-1
368	20	2	16	0	stay	scene	top	1	1	1	0.339	3
388	20	2	17	0	stay	scene	bottom	1	1	1	0.42	5
408	20	2	18	0	stay	scene	bottom	-1	1	0	0.651	-1
