onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	1	1	0	stay	scene	top	1	1	1	0.416	3
40	28	1	2	0	switch	scene	top	-1	1	0	0.432	-1
68	20	1	3	0	stay	scene	bottom	1	1	1	0.576	4
88	28	1	4	0	switch	scene	top	-1	1	0	0.767	-1
116	20	1	5	0	stay	scene	top	-1	-1	1	0.488	-1
136	20	1	6	0	stay	scene	top	1	1	1	0.775	5
156	28	1	7	0	switch	scene	bottom	1	1	1	0.39	5
184	28	1	8	0	switch	scene	bottom	1	1	1	0.221	4
212	20	1	9	0	stay	scene	bottom	-1	0	0	0	-1
232	20	1	10	0	stay	scene	bottom	-1	0	0	0	-1
252	20	1	11	0	stay	scene	bottom	1	0	0	0	6
272	20	1	12	0	stay	scene	top	1	-1	0	0.39	4
292	20	1	13	0	stay	scene	top	-1	-1	1	0.381	-1
312	20	1	14	0	stay	scene	top	-1	1	0	0.379	-1
332	20	1	15	0	stay	scene	bottom	-1	0	0	0	-1
352	20	1	16	0	stay	scene	bottom	1	1	1	0.412	3
372	28	1	17	0	switch	scene	bottom	1	0	0	0	5
400	28	1	18	0	switch	scene	top	-1	1	0	0.411	-1
