onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	3	1	0	stay	scene	bottom	1	1	1	0.4	3
40	20	3	2	0	stay	scene	top	-1	-1	1	0.519	-1
60	20	3	3	0	stay	scene	top	1	1	1	0.343	6
80	20	3	4	0	stay	scene	top	1	1	1	0.407	3
100	20	3	5	0	stay	scene	bottom	-1	-1	1	0.43	-1
120	28	3	6	0	switch	scene	bottom	1	1	1	0.43	3
148	28	3	7	0	switch	scene	top	-1	-1	1	0.541	-1
176	20	3	8	0	stay	scene	bottom	1	1	1	0.485	4
196	20	3	9	0	stay	scene	bottom	-1	-1	1	0.358	-1
216	20	3	10	0	stay	scene	bottom	1	1	1	0.757	4
236	28	3	11	0	switch	scene	bottom	1	1	1	0.316	3
264	20	3	12	0	stay	scene	top	1	1	1	0.461	5
284	28	3	13	0	switch	scene	bottom	1	1	1	0.525	6
312	20	3	14	0	stay	scene	top	-1	-1	1	0.299	-1
332	28	3	15	0	switch	scene	top	-1	-1	1	0.499	-1
360	20	3	16	0	stay	scene	bottom	-1	-1	1	0.38	-1
380	28	3	17	0	switch	scene	top	-1	-1	1	0.874	-1
408	20	3	18	0	stay	scene	top	-1	1	0	0.548	-1
