onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	1	1	0	scenes	-1	-1	1	0.672	-1
36	16	1	2	0	scenes	1	0	0	0	4
52	16	1	3	0	faces	1	1	1	0.486	5
68	16	1	4	0	faces	1	1	1	0.486	6
84	16	1	5	0	scenes	1	1	1	0.502	3
100	16	1	6	0	faces	1	1	1	0.326	5
116	16	1	7	0	faces	-1	-1	1	0.518	-1
132	16	1	8	0	scenes	1	1	1	0.429	6
148	16	1	9	0	scenes	-1	-1	1	0.549	-1
164	16	1	10	0	scenes	-1	-1	1	0.556	-1
180	16	1	11	0	scenes	1	1	1	0.381	6
196	16	1	12	0	faces	-1	-1	1	0.42	-1
212	16	1	13	0	faces	-1	-1	1	0.452	-1
228	16	1	14	0	faces	-1	-1	1	0.363	-1
244	16	1	15	0	faces	-1	-1	1	0.547	-1
260	16	1	16	0	faces	1	1	1	0.459	4
276	16	1	17	0	scenes	-1	-1	1	0.499	-1
292	16	1	18	0	scenes	1	1	1	0.467	3
308	16	1	19	0	faces	1	1	1	0.242	3
324	16	1	20	0	scenes	-1	-1	1	0.506	-1
