onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	4	1	0	stay	scene	bottom	1	1	1	0.424	5
40	28	4	2	0	switch	scene	bottom	-1	-1	1	0.398	-1
68	28	4	3	0	switch	scene	top	1	1	1	0.43	5
96	20	4	4	0	stay	scene	bottom	1	-1	0	0.639	3
116	20	4	5	0	stay	scene	bottom	-1	0	0	0	-1
136	20	4	6	0	stay	scene	bottom	-1	1	0	0.415	-1
156	20	4	7	0	stay	scene	bottom	-1	-1	1	0.454	-1
176	20	4	8	0	stay	scene	top	-1	-1	1	0.319	-1
196	28	4	9	0	switch	scene	bottom	-1	0	0	0	-1
224	20	4	10	0	stay	scene	top	1	1	1	0.372	6
244	28	4	11	0	switch	scene	top	1	1	1	0.261	4
272	20	4	12	0	stay	scene	top	1	1	1	0.285	4
292	28	4	13	0	switch	scene	bottom	-1	-1	1	0.388	-1
320	20	4	14	0	stay	scene	bottom	1	1	1	0.412	6
340	20	4	15	0	stay	scene	top	1	1	1	0.509	6
360	20	4	16	0	stay	scene	top	-1	-1	1	0.348	-1
380	28	4	17	0	switch	scene	top	1	1	1	0.458	6
408	20	4	18	0	stay	scene	top	-1	1	0	0.628	-1
