onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	3	1	0	scenes	-1	-1	1	0.446	-1
36	16	3	2	0	faces	1	1	1	0.455	5
52	16	3	3	0	scenes	-1	-1	1	0.415	-1
68	16	3	4	0	scenes	1	1	1	0.558	6
84	16	3	5	0	scenes	1	1	1	0.599	3
100	16	3	6	0	faces	1	1	1	0.43	4
116	16	3	7	0	faces	1	1	1	0.422	5
132	16	3	8	0	scenes	1	1	1	0.421	4
148	16	3	9	0	faces	-1	-1	1	0.436	-1
164	16	3	10	0	scenes	-1	-1	1	0.477	-1
180	16	3	11	0	scenes	1	1	1	0.476	4
196	16	3	12	0	faces	1	1	1	0.483	5
212	16	3	13	0	scenes	1	1	1	0.443	5
228	16	3	14	0	faces	-1	-1	1	0.508	-1
244	16	3	15	0	faces	1	1	1	0.499	3
260	16	3	16	0	faces	1	1	1	0.338	4
276	16	3	17	0	scenes	-1	-1	1	0.538	-1
292	16	3	18	0	faces	-1	-1	1	0.514	-1
308	16	3	19	0	scenes	1	1	1	0.458	6
324	16	3	20	0	faces	-1	-1	1	0.529	-1
