onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	2	1	0	switch	scene	bottom	-1	-1	1	0.479	-1
48	20	2	2	0	stay	scene	bottom	-1	-1	1	0.304	-1
68	20	2	3	0	stay	scene	top	1	1	1	0.407	3
88	20	2	4	0	stay	scene	bottom	-1	-1	1	0.59	-1
108	20	2	5	0	stay	scene	top	1	1	1	0.462	6
128	20	2	6	0	stay	scene	bottom	1	1	1	0.463	5
148	28	2	7	0	switch	scene	top	1	1	1	0.382	5
176	20	2	8	0	stay	scene	top	-1	-1	1	0.421	-1
196	28	2	9	0	switch	scene	bottom	-1	-1	1	0.388	-1
224	28	2	10	0	switch	scene	top	1	1	1	0.501	5
252	20	2	11	0	stay	scene	bottom	-1	-1	1	0.749	-1
272	20	2	12	0	stay	scene	bottom	1	-1	0	0.637	5
292	20	2	13	0	stay	scene	top	-1	-1	1	0.661	-1
312	28	2	14	0	switch	scene	bottom	-1	-1	1	0.235	-1
340	28	2	15	0	switch	scene	top	1	1	1	0.428	4
368	20	2	16	0	stay	scene	top	-1	-1	1	0.555	-1
388	20	2	17	0	stay	scene	bottom	1	1	1	0.307	3
408	20	2	18	0	stay	scene	top	1	-1	0	0.796	6
