onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	1	1	0	scenes	-1	0	0	0	-1
36	16	1	2	0	faces	1	0	0	0	6
52	16	1	3	0	faces	-1	1	0	0.076	-1
68	16	1	4	0	scenes	1	1	1	0.008	3
84	16	1	5	0	scenes	1	1	1	0.007	4
100	16	1	6	0	scenes	-1	-1	1	0.723	-1
116	16	1	7	0	faces	1	-1	0	0.466	5
132	16	1	8	0	scenes	-1	-1	1	0.378	-1
148	16	1	9	0	scenes	-1	-1	1	0.483	-1
164	16	1	10	0	faces	-1	-1	1	0.322	-1
180	16	1	11	0	scenes	-1	-1	1	0.449	-1
196	16	1	12	0	faces	-1	-1	1	0.361	-1
212	16	1	13	0	faces	-1	-1	1	0.377	-1
228	16	1	14	0	scenes	-1	-1	1	0.393	-1
244	16	1	15	0	faces	-1	-1	1	0.384	-1
260	16	1	16	0	faces	-1	-1	1	0.4	-1
276	16	1	17	0	scenes	1	1	1	0.36	6
292	16	1	18	0	faces	1	1	1	0.018	3
308	16	1	19	0	scenes	1	1	1	0.456	3
324	16	1	20	0	faces	1	1	1	0.351	5
