onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	5	1	0	switch	scene	top	-1	-1	1	0.342	-1
48	28	5	2	0	switch	scene	top	-1	-1	1	0.519	-1
76	20	5	3	0	stay	scene	bottom	1	1	1	0.232	5
96	28	5	4	0	switch	scene	bottom	1	1	1	0.262	5
124	28	5	5	0	switch	scene	bottom	1	1	1	0.294	4
152	20	5	6	0	stay	scene	top	-1	-1	1	0.454	-1
172	20	5	7	0	stay	scene	bottom	-1	-1	1	0.221	-1
192	20	5	8	0	stay	scene	bottom	-1	1	0	0.653	-1
212	20	5	9	0	stay	scene	top	1	1	1	0.269	6
232	20	5	10	0	stay	scene	top	-1	-1	1	0.293	-1
252	28	5	11	0	switch	scene	top	-1	-1	1	0.348	-1
280	28	5	12	0	switch	scene	bottom	1	1	1	0.501	3
308	20	5	13	0	stay	scene	bottom	1	1	1	0.013	4
328	20	5	14	0	stay	scene	top	-1	1	0	0.277	-1
348	20	5	15	0	stay	scene	bottom	-1	-1	1	0.266	-1
368	20	5	16	0	stay	scene	top	1	1	1	0.22	5
388	20	5	17	0	stay	scene	top	1	1	1	0.011	4
408	20	5	18	0	stay	scene	bottom	1	1	1	0.066	5
