onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	4	1	0	stay	scene	top	1	1	1	0.127	4
40	28	4	2	0	switch	scene	top	1	1	1	0.383	5
68	28	4	3	0	switch	scene	top	1	1	1	0.75	6
96	20	4	4	0	stay	scene	top	-1	-1	1	0.519	-1
116	20	4	5	0	stay	scene	top	1	1	1	0.069	3
136	28	4	6	0	switch	scene	bottom	-1	-1	1	0.405	-1
164	20	4	7	0	stay	scene	bottom	1	1	1	0.286	6
184	20	4	8	0	stay	scene	top	-1	-1	1	0.446	-1
204	20	4	9	0	stay	scene	bottom	1	1	1	0.261	5
224	20	4	10	0	stay	scene	bottom	-1	-1	1	0.203	-1
244	28	4	11	0	switch	scene	bottom	-1	-1	1	0.41	-1
272	20	4	12	0	stay	scene	bottom	1	1	1	0.22	4
292	20	4	13	0	stay	scene	top	-1	-1	1	0.33	-1
312	28	4	14	0	switch	scene	top	1	1	1	0.411	6
340	20	4	15	0	stay	scene	bottom	-1	1	0	0.139	-1
360	28	4	16	0	switch	scene	bottom	-1	-1	1	0.593	-1
388	20	4	17	0	stay	scene	top	1	1	1	0.234	5
408	20	4	18	0	stay	scene	bottom	-1	-1	1	0.435	-1
