onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	6	1	0	stay	scene	bottom	1	1	1	0.249	5
40	28	6	2	0	switch	scene	bottom	-1	-1	1	0.406	-1
68	20	6	3	0	stay	scene	bottom	-1	-1	1	0.359	-1
88	20	6	4	0	stay	scene	top	1	1	1	0.063	4
108	20	6	5	0	stay	scene	top	1	1	1	0.142	3
128	20	6	6	0	stay	scene	bottom	1	1	1	0.03	4
148	28	6	7	0	switch	scene	top	1	1	1	0.205	5
176	20	6	8	0	stay	scene	bottom	-1	-1	1	0.287	-1
196	28	6	9	0	switch	scene	top	1	1	1	0.333	5
224	28	6	10	0	switch	scene	top	1	-1	0	0.333	3
252	20	6	11	0	stay	scene	top	-1	1	0	0.58	-1
272	20	6	12	0	stay	scene	bottom	1	1	1	0.013	4
292	20	6	13	0	stay	scene	top	-1	1	0	0.54	-1
312	20	6	14	0	stay	scene	top	1	1	1	0.365	6
332	28	6	15	0	switch	scene	bottom	-1	-1	1	0.14	-1
360	20	6	16	0	stay	scene	bottom	-1	-1	1	0.411	-1
380	28	6	17	0	switch	scene	bottom	-1	-1	1	0.385	-1
408	20	6	18	0	stay	scene	top	-1	-1	1	0.403	-1
