onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	2	1	0	stay	scene	bottom	1	1	1	0.361	4
40	20	2	2	0	stay	scene	top	1	1	1	0.335	3
60	20	2	3	0	stay	scene	bottom	1	1	1	0.4	6
80	20	2	4	0	stay	scene	top	1	1	1	0.392	5
100	20	2	5	0	stay	scene	top	-1	-1	1	0.39	-1
120	20	2	6	0	stay	scene	bottom	-1	-1	1	0.574	-1
140	20	2	7	0	stay	scene	top	-1	-1	1	0.39	-1
160	20	2	8	0	stay	scene	top	-1	-1	1	0.446	-1
180	20	2	9	0	stay	scene	bottom	1	1	1	0.341	3
200	28	2	10	0	switch	scene	top	1	1	1	0.324	3
228	28	2	11	0	switch	scene	bottom	-1	-1	1	0.348	-1
256	28	2	12	0	switch	scene	bottom	-1	-1	1	0.348	-1
284	20	2	13	0	stay	scene	bottom	-1	-1	1	0.388	-1
304	28	2	14	0	switch	scene	bottom	-1	-1	1	0.307	-1
332	20	2	15	0	stay	scene	bottom	-1	-1	1	0.395	-1
352	28	2	16	0	switch	scene	top	1	-1	0	0.355	6
380	20	2	17	0	stay	scene	top	1	1	1	0.37	6
400	28	2	18	0	switch	scene	top	1	1	1	0.378	6
