onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	3	1	0	switch	scene	top	-1	-1	1	0.384	-1
48	20	3	2	0	stay	scene	top	1	1	1	0.335	5
68	28	3	3	0	switch	scene	top	-1	-1	1	0.351	-1
96	20	3	4	0	stay	scene	bottom	-1	-1	1	0.368	-1
116	20	3	5	0	stay	scene	top	1	1	1	0.27	3
136	20	3	6	0	stay	scene	bottom	1	1	1	0.325	5
156	20	3	7	0	stay	scene	top	-1	-1	1	0.398	-1
176	20	3	8	0	stay	scene	bottom	-1	-1	1	0.407	-1
196	28	3	9	0	switch	scene	bottom	1	1	1	0.301	3
224	28	3	10	0	switch	scene	bottom	1	1	1	0.348	6
252	20	3	11	0	stay	scene	top	1	1	1	0.309	5
272	20	3	12	0	stay	scene	top	-1	-1	1	0.548	-1
292	20	3	13	0	stay	scene	bottom	1	1	1	0.347	4
312	28	3	14	0	switch	scene	bottom	1	1	1	0.307	4
340	20	3	15	0	stay	scene	bottom	1	1	1	0.291	3
360	20	3	16	0	stay	scene	bottom	-1	-1	1	0.291	-1
380	28	3	17	0	switch	scene	top	-1	-1	1	0.227	-1
408	20	3	18	0	stay	scene	top	-1	-1	1	0.395	-1
