onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	28	6	1	0	switch	scene	bottom	-1	-1	1	0.36	-1
48	20	6	2	0	stay	scene	top	-1	-1	1	0.384	-1
68	28	6	3	0	switch	scene	top	1	1	1	0.471	5
96	28	6	4	0	switch	scene	top	1	1	1	0.319	4
124	28	6	5	0	switch	scene	bottom	-1	-1	1	0.341	-1
152	20	6	6	0	stay	scene	top	1	1	1	0.304	6
172	20	6	7	0	stay	scene	bottom	-1	-1	1	0.423	-1
192	20	6	8	0	stay	scene	bottom	-1	-1	1	0.39	-1
212	28	6	9	0	switch	scene	bottom	-1	-1	1	0.348	-1
240	20	6	10	0	stay	scene	top	1	-1	0	0.47	4
260	20	6	11	0	stay	scene	bottom	-1	-1	1	0.413	-1
280	20	6	12	0	stay	scene	top	-1	-1	1	0.356	-1
300	20	6	13	0	stay	scene	bottom	1	1	1	0.34	3
320	20	6	14	0	stay	scene	bottom	1	1	1	0.3	3
340	28	6	15	0	switch	scene	top	1	1	1	0.33	4
368	20	6	16	0	stay	scene	bottom	1	1	1	0.331	6
388	20	6	17	0	stay	scene	top	-1	-1	1	0.363	-1
408	20	6	18	0	stay	scene	top	1	1	1	0.339	6
