onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	1	1	0	scenes	1	0	0	0	6
36	16	1	2	0	faces	1	0	0	0	4
52	16	1	3	0	faces	1	1	1	0.388	4
68	16	1	4	0	scenes	1	1	1	0.42	6
84	16	1	5	0	scenes	1	1	1	0.307	3
100	16	1	6	0	faces	1	1	1	0.451	6
116	16	1	7	0	faces	-1	-1	1	0.418	-1
132	16	1	8	0	scenes	-1	-1	1	0.411	-1
148	16	1	9	0	scenes	1	1	1	0.266	4
164	16	1	10	0	scenes	-1	-1	1	0.458	-1
180	16	1	11	0	faces	-1	-1	1	0.394	-1
196	16	1	12	0	scenes	-1	-1	1	0.434	-1
212	16	1	13	0	faces	1	1	1	0.385	4
228	16	1	14	0	scenes	1	1	1	0.329	4
244	16	1	15	0	faces	1	1	1	0.44	6
260	16	1	16	0	faces	-1	-1	1	0.289	-1
276	16	1	17	0	faces	-1	-1	1	0.359	-1
292	16	1	18	0	scenes	1	1	1	0.416	6
308	16	1	19	0	faces	1	1	1	0.263	5
324	16	1	20	0	scenes	-1	-1	1	0.367	-1
