onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	5	1	0	stay	scene	bottom	1	1	1	0.264	4
40	20	5	2	0	stay	scene	bottom	-1	-1	1	0.377	-1
60	28	5	3	0	switch	scene	top	-1	-1	1	0.336	-1
88	28	5	4	0	switch	scene	bottom	1	1	1	0.256	6
116	20	5	5	0	stay	scene	bottom	-1	-1	1	0.351	-1
136	20	5	6	0	stay	scene	bottom	1	1	1	0.32	6
156	20	5	7	0	stay	scene	top	-1	-1	1	0.343	-1
176	28	5	8	0	switch	scene	bottom	1	1	1	0.302	3
204	20	5	9	0	stay	scene	top	-1	-1	1	0.399	-1
224	28	5	10	0	switch	scene	top	-1	-1	1	0.229	-1
252	28	5	11	0	switch	scene	top	-1	-1	1	0.43	-1
280	20	5	12	0	stay	scene	top	-1	-1	1	0.366	-1
300	20	5	13	0	stay	scene	top	1	1	1	0.349	6
320	20	5	14	0	stay	scene	top	1	1	1	0.317	3
340	20	5	15	0	stay	scene	top	1	1	1	0.318	6
360	20	5	16	0	stay	scene	bottom	-1	-1	1	0.38	-1
380	20	5	17	0	stay	scene	bottom	1	1	1	0.308	5
400	28	5	18	0	switch	scene	bottom	1	1	1	0.316	6
