onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	1	1	0	stay	scene	bottom	1	1	1	0.301	4
40	28	1	2	0	switch	scene	top	-1	-1	1	0.395	-1
68	20	1	3	0	stay	scene	top	-1	-1	1	0.426	-1
88	20	1	4	0	stay	scene	top	-1	-1	1	0.425	-1
108	20	1	5	0	stay	scene	bottom	1	1	1	0.307	4
128	20	1	6	0	stay	scene	bottom	-1	-1	1	0.482	-1
148	20	1	7	0	stay	scene	top	-1	-1	1	0.41	-1
168	20	1	8	0	stay	scene	top	1	1	1	0.378	3
188	28	1	9	0	switch	scene	top	-1	-1	1	0.422	-1
216	20	1	10	0	stay	scene	top	1	1	1	0.418	5
236	28	1	11	0	switch	scene	bottom	1	1	1	0.384	3
264	20	1	12	0	stay	scene	bottom	-1	-1	1	0.377	-1
284	28	1	13	0	switch	scene	top	-1	-1	1	0.359	-1
312	28	1	14	0	switch	scene	bottom	1	1	1	0.352	3
340	20	1	15	0	stay	scene	top	1	1	1	0.751	3
360	20	1	16	0	stay	scene	bottom	-1	-1	1	0.342	-1
380	20	1	17	0	stay	scene	bottom	1	-1	0	0.342	3
400	28	1	18	0	switch	scene	bottom	1	1	1	0.237	3
