onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	3	1	0	stay	scene	top	1	-1	0	0.457	6
40	20	3	2	0	stay	scene	top	-1	-1	1	0.319	-1
60	28	3	3	0	switch	scene	top	-1	-1	1	0.342	-1
88	28	3	4	0	switch	scene	top	-1	-1	1	0.415	-1
116	28	3	5	0	switch	scene	bottom	1	1	1	0.525	5
144	20	3	6	0	stay	scene	bottom	-1	-1	1	0.381	-1
164	20	3	7	0	stay	scene	top	1	1	1	0.47	6
184	20	3	8	0	stay	scene	bottom	-1	-1	1	0.349	-1
204	20	3	9	0	stay	scene	bottom	1	1	1	0.35	5
224	20	3	10	0	stay	scene	top	-1	-1	1	0.461	-1
244	28	3	11	0	switch	scene	bottom	1	1	1	0.325	4
272	20	3	12	0	stay	scene	bottom	1	1	1	0.461	6
292	20	3	13	0	stay	scene	top	1	1	1	0.476	6
312	28	3	14	0	switch	scene	top	-1	-1	1	0.532	-1
340	20	3	15	0	stay	scene	top	-1	-1	1	0.452	-1
360	20	3	16	0	stay	scene	bottom	-1	-1	1	0.42	-1
380	20	3	17	0	stay	scene	bottom	1	1	1	0.451	4
400	28	3	18	0	switch	scene	bottom	1	1	1	0.363	4
