onset	duration	block	trial	delay	cond	answer	resp	acc	rt	rsvp
20	16	1	1	0	scenes	1	1	1	0.738	3
36	16	1	2	0	scenes	1	1	1	0.66	5
52	16	1	3	0	faces	-1	-1	1	0.867	-1
68	16	1	4	0	faces	-1	-1	1	0.755	-1
84	16	1	5	0	scenes	-1	-1	1	0.739	-1
100	16	1	6	0	faces	1	1	1	0.755	5
116	16	1	7	0	scenes	1	1	1	0.571	5
132	16	1	8	0	faces	1	-1	0	0.746	5
148	16	1	9	0	faces	-1	0	0	0	-1
164	16	1	10	0	scenes	-1	-1	1	0.642	-1
180	16	1	11	0	faces	1	1	1	0.713	6
196	16	1	12	0	faces	1	1	1	0.497	5
212	16	1	13	0	scenes	1	1	1	0.793	5
228	16	1	14	0	scenes	-1	-1	1	0.705	-1
244	16	1	15	0	scenes	-1	-1	1	0.496	-1
260	16	1	16	0	scenes	1	1	1	0.456	5
276	16	1	17	0	faces	1	-1	0	0.792	6
292	16	1	18	0	faces	1	1	1	0.463	4
308	16	1	19	0	faces	-1	-1	1	0.823	-1
324	16	1	20	0	scenes	1	1	1	0.439	5
