onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	4	1	0	stay	scene	top	-1	-1	1	0.4	-1
40	20	4	2	0	stay	scene	top	1	1	1	0.423	4
60	20	4	3	0	stay	scene	top	1	1	1	0.423	6
80	20	4	4	0	stay	scene	top	1	1	1	0.479	5
100	20	4	5	0	stay	scene	top	-1	-1	1	0.343	-1
120	28	4	6	0	switch	scene	top	1	-1	0	0.59	3
148	28	4	7	0	switch	scene	top	1	-1	0	0.453	6
176	20	4	8	0	stay	scene	bottom	1	1	1	0.221	3
196	20	4	9	0	stay	scene	bottom	1	1	1	0.381	5
216	28	4	10	0	switch	scene	bottom	-1	-1	1	0.491	-1
244	28	4	11	0	switch	scene	top	1	-1	0	0.475	6
272	28	4	12	0	switch	scene	bottom	-1	-1	1	0.477	-1
300	20	4	13	0	stay	scene	bottom	-1	-1	1	0.316	-1
320	20	4	14	0	stay	scene	bottom	-1	1	0	0.524	-1
340	20	4	15	0	stay	scene	bottom	1	1	1	0.339	4
360	28	4	16	0	switch	scene	bottom	-1	-1	1	0.498	-1
388	20	4	17	0	stay	scene	top	-1	-1	1	0.482	-1
408	20	4	18	0	stay	scene	bottom	-1	-1	1	0.475	-1
