onset	duration	block	trial	delay	type	cat	cue	ans	resp	acc	rt	rsvp
20	20	1	1	0	stay	scene	top	-1	1	0	0.762	-1
40	20	1	2	0	stay	scene	top	-1	-1	1	0.488	-1
60	20	1	3	0	stay	scene	bottom	-1	-1	1	0.529	-1
80	28	1	4	0	switch	scene	bottom	1	1	1	0.353	3
108	20	1	5	0	stay	scene	bottom	1	-1	0	0.863	4
128	20	1	6	0	stay	scene	top	1	-1	0	0.664	4
148	28	1	7	0	switch	scene	bottom	1	1	1	0.427	4
176	20	1	8	0	stay	scene	bottom	1	1	1	0.414	4
196	28	1	9	0	switch	scene	top	-1	-1	1	0.429	-1
224	20	1	10	0	stay	scene	top	-1	-1	1	0.335	-1
244	20	1	11	0	stay	scene	top	1	1	1	0.43	4
264	20	1	12	0	stay	scene	bottom	1	1	1	0.495	6
284	20	1	13	0	stay	scene	bottom	-1	-1	1	0.485	-1
304	28	1	14	0	switch	scene	top	-1	-1	1	0.468	-1
332	28	1	15	0	switch	scene	bottom	1	1	1	0.469	5
360	20	1	16	0	stay	scene	bottom	-1	-1	1	0.484	-1
380	20	1	17	0	stay	scene	top	1	1	1	0.412	3
400	28	1	18	0	switch	scene	top	-1	-1	1	0.436	-1
